id,Feature1,Feature2,CategoricalFeature,ClassLabel
d7N497,22,,CategoryB,
H4fZAP,70,0.1,CategoryA,0
F7Vrsq,25,0.5,CategoryA,0
etF85W,0,0.6,CategoryD,0
8SrJCX,19,0.8,,1
9ETSzH,48,0.9,CategoryB,1
5kN3F2,30,0.8,CategoryC,1
DUP8Pi,73,0.5,CategoryC,1
UG73R2,8,0.7,CategoryB,1
eIH6FA,64,0.9,CategoryC,1
9X4jmB,46,1.0,CategoryC,1
lUMUy8,81,1.0,CategoryC,1
f5V66F,20,0.1,,0
3gZ6f1,52,0.7,CategoryD,1
Cy9I0L,23,0.9,CategoryB,1
4m5vjb,31,0.2,CategoryD,0
7bL4B5,33,,CategoryB,
q05MX9,74,0.2,CategoryA,1
Ak60jk,92,,CategoryA,
n2Ss6v,5,0.4,CategoryB,0
1s4fV9,25,0.7,CategoryC,1
i11434,15,0.6,CategoryA,1
68r2ZB,28,0.3,,0
mJNWDf,63,0.6,CategoryD,1
8iTBxV,89,0.8,CategoryC,1
AFPf5r,78,,CategoryA,
gSCBUN,91,0.3,CategoryC,1
Q4X4B1,8,0.7,CategoryA,1
APmBkt,37,0.0,CategoryA,0
lG0218,3,0.7,CategoryB,1
WRiYeo,59,0.5,CategoryD,1
W0H859,44,0.1,CategoryD,0
16m6SO,35,,CategoryB,
y16b8n,68,0.6,CategoryB,1
TuN5E3,1,0.7,CategoryA,1
x3HOA9,48,0.1,CategoryB,0
48W4Ni,11,0.3,CategoryD,0
5cijb7,50,0.7,CategoryD,1
h57ZZ1,97,0.7,CategoryD,1
53UYv0,53,0.9,CategoryD,1
o6H9G6,19,0.0,CategoryB,0
zVn59g,21,0.1,CategoryA,0
N8r7kn,6,0.4,CategoryD,0
eU2TUQ,69,0.5,CategoryD,1
faByMM,82,1.0,CategoryA,1
c37jGn,96,0.0,CategoryB,0
tfJVen,6,0.5,CategoryC,0
q5Ty9j,52,0.2,CategoryC,0
r09Htz,72,0.8,CategoryD,1
nHc2Nc,3,0.8,CategoryC,1
2J3WqE,70,0.8,CategoryC,1
Xqqr84,31,0.8,CategoryD,1
0B1zI0,46,,CategoryD,
Hqk2b3,25,0.2,CategoryA,0
7V29xm,33,0.8,CategoryD,1
I0G9K9,78,0.2,CategoryC,1
Eu0MMJ,5,0.6,CategoryD,0
7f1XZL,20,0.7,CategoryB,1
1En183,34,,CategoryA,
8U6tZx,71,0.2,CategoryB,1
7GQM6B,36,0.0,CategoryC,0
P89Gcr,49,0.0,CategoryC,0
K8QH3g,61,0.5,CategoryB,1
y417li,32,0.6,,1
83O44k,61,1.0,CategoryC,1
iJ4Zli,51,0.6,CategoryC,1
PguL0D,80,0.9,CategoryA,1
UoIP69,56,0.0,CategoryD,0
KbLq4u,26,0.1,CategoryC,0
7GO00R,69,0.0,CategoryB,0
xWT2a8,38,0.5,CategoryB,1
H9of4o,98,0.6,CategoryB,1
2q3lPF,44,1.0,CategoryB,1
8fV9iu,16,0.8,CategoryA,1
jo52SB,14,,CategoryD,
pYBdDn,94,0.6,CategoryA,1
QD7i2A,46,0.2,CategoryB,0
mrRMA1,94,0.0,CategoryA,0
lcT3J3,92,0.9,CategoryA,1
D35xR9,78,0.1,CategoryD,0
0YbVrq,51,1.0,CategoryD,1
9PKpNa,98,0.8,CategoryC,1
wx005Y,45,0.4,CategoryD,1
CDf896,65,0.2,CategoryD,0
237d20,8,0.0,CategoryB,0
qv37z4,75,,CategoryC,
4E7Z5n,46,1.0,CategoryA,1
l8V1a2,94,1.0,CategoryC,1
IBj0Sa,56,1.0,CategoryC,1
wFdZYE,36,0.9,CategoryD,1
7bS7mo,71,0.6,CategoryB,1
iJ320u,78,0.6,CategoryC,1
4M8CJh,26,0.8,CategoryD,1
a955oG,69,1.0,CategoryD,1
Oy98t3,52,0.4,CategoryC,1
8N88l4,39,,CategoryD,
KP0fz1,15,0.9,CategoryA,1
33YK5A,76,0.2,CategoryB,1
E3m4qn,52,0.1,CategoryB,0
i8GrbK,67,0.4,CategoryD,1
t5qfY3,41,0.7,CategoryC,1
P3309F,34,0.2,CategoryD,0
6O7Nyl,37,0.6,CategoryB,1
IB1V1q,100,0.6,CategoryC,1
0ECo6R,3,0.2,CategoryA,0
9LWDZF,22,0.9,CategoryB,1
PJXZkO,43,0.9,CategoryC,1
CBGl1Y,18,0.8,CategoryB,1
642Fgd,96,0.8,CategoryC,1
CK62U1,65,0.8,CategoryB,1
a3Ege3,26,0.0,CategoryB,0
E8Vhm4,74,0.5,CategoryD,1
7XW1Eg,35,0.2,CategoryB,0
q8aAaZ,6,0.6,CategoryA,0
i82Usr,44,0.4,CategoryB,1
qt7Fyx,11,0.0,CategoryC,0
y1IgOS,46,0.3,CategoryB,0
P3yz8G,84,0.1,CategoryD,0
90kbTJ,2,1.0,CategoryA,1
N1l145,14,0.8,CategoryC,1
40F44O,27,0.4,CategoryD,0
I7FowK,28,0.2,CategoryA,0
0uy2c8,5,0.4,CategoryD,0
4NwccY,83,0.3,CategoryC,1
8GEDV2,40,0.0,CategoryC,0
8hdGDF,58,0.6,CategoryC,1
l477rT,62,0.2,CategoryB,0
l2gEAY,25,0.1,CategoryD,0
7cFC6T,12,0.2,CategoryB,0
u8FT51,40,0.2,CategoryC,0
OXpkd6,82,0.9,CategoryB,1
Ux3SO1,53,0.2,CategoryC,0
hjqcL5,83,0.3,CategoryB,1
9yPkVX,12,0.1,CategoryC,0
9b8ByP,52,0.1,CategoryD,0
6YLf8j,42,0.1,CategoryA,0
957Vej,49,0.2,CategoryC,0
L5NEyx,79,0.4,CategoryB,1
4d0sv5,95,0.8,CategoryC,1
uEm0tB,17,0.7,CategoryC,1
7fDaUh,89,0.8,CategoryA,1
6cLjw1,48,0.8,CategoryC,1
ltTKf7,44,0.7,CategoryB,1
evo9SB,16,0.2,CategoryC,0
Y92F19,27,0.9,CategoryD,1
4Kl60s,61,0.3,CategoryC,1
88nfV3,50,0.0,CategoryB,0
C8d6w7,23,0.1,CategoryA,0
VVmVZo,45,0.6,CategoryD,1
7J79J7,83,,CategoryB,
HoFPqA,15,0.4,CategoryB,0
MFIkF6,77,0.7,CategoryD,1
qzCi3j,58,0.2,CategoryB,0
o46d3h,76,0.0,CategoryD,0
z7h1Dh,34,0.3,CategoryA,0
R6sk3x,83,0.0,CategoryC,0
In3XMh,20,0.8,CategoryB,1
Np3AEM,33,0.2,CategoryA,0
Kf6wi2,99,0.2,CategoryC,1
qrrHz2,43,0.5,CategoryB,1
gpYWP5,54,0.7,CategoryC,1
ceoo1R,6,0.0,CategoryA,0
SDRLI0,14,0.1,CategoryB,0
5T5L9D,60,0.4,CategoryD,1
WwZcrE,58,0.8,CategoryB,1
aK42zY,3,0.0,CategoryB,0
y3FU63,3,0.5,CategoryB,0
6kJB76,26,0.5,CategoryD,1
ig0gMu,4,0.2,CategoryD,0
4fMsgu,84,0.6,CategoryB,1
k1M10W,53,0.1,CategoryB,0
065Q17,18,0.6,CategoryA,1
292IfE,75,0.6,CategoryA,1
T15gH5,2,0.6,CategoryA,0
g6zxCg,87,0.1,CategoryC,1
p8UoT6,19,,CategoryB,
5l6j79,91,0.1,CategoryA,1
GU576n,71,0.6,CategoryD,1
M45fQ0,47,0.5,CategoryB,1
4RLQLS,14,1.0,CategoryC,1
zD5hOn,72,0.9,CategoryC,1
mKqsK2,37,0.7,CategoryC,1
4N1whS,45,0.2,CategoryC,0
38pey6,59,0.5,CategoryC,1
a7OoT3,35,0.1,CategoryA,0
5fg7dQ,98,0.2,CategoryA,1
2l2bCx,63,0.1,CategoryB,0
3z86MS,12,0.5,CategoryC,0
OfyoEw,63,0.8,CategoryA,1
Uut2Kb,10,0.9,CategoryC,1
DeKq63,69,0.9,CategoryD,1
E73k9s,50,0.2,CategoryB,0
OjbGCX,80,0.9,CategoryA,1
7sPj9P,45,0.9,CategoryA,1
8P3aq0,7,0.2,CategoryB,0
VDj1jx,33,0.8,CategoryC,1
3Bw4sH,89,0.5,CategoryD,1
gEN1KO,27,0.3,CategoryA,0
pXV8q2,42,0.5,CategoryB,1
0tX0z0,95,0.6,CategoryB,1
tWfbke,40,0.4,CategoryC,0
3TFZbu,21,0.8,CategoryD,1
1N1EgM,82,0.9,CategoryC,1
dU7Oh1,18,0.3,,0
8TM06O,60,0.7,CategoryB,1
bTBU29,71,0.7,CategoryC,1
T1EC54,11,0.9,CategoryB,1
1407Df,42,0.2,,0
c70tWB,32,0.7,CategoryB,1
pcah41,22,0.8,CategoryA,1
489ZSE,8,0.0,CategoryC,0
RM1i46,45,0.5,CategoryD,1
63c218,27,0.6,CategoryD,1
fOtJ5K,48,0.6,CategoryD,1
Q3y674,80,0.2,CategoryB,1
fEED4Q,97,0.5,CategoryA,1
C05U8j,95,0.2,CategoryA,1
NI937A,91,0.7,CategoryC,1
XF83Vp,44,0.8,,1
KjqcNi,79,0.7,CategoryB,1
7LDg3i,37,0.5,CategoryB,1
lk8f03,8,0.7,CategoryB,1
rvpZlf,31,0.1,CategoryA,0
9937df,16,0.2,CategoryB,0
u9YG15,85,0.9,CategoryB,1
JWw9ZD,86,0.4,,1
H68UbR,8,0.5,CategoryD,0
1o9PNp,76,0.0,CategoryD,0
41R15X,2,0.6,CategoryC,0
qpwbIW,40,0.5,CategoryC,1
kjS3N1,93,0.9,CategoryA,1
Vj550y,63,,CategoryD,
C0JB6c,17,0.8,CategoryD,1
0mks82,9,0.9,CategoryB,1
11IM2L,59,0.9,CategoryB,1
IUseuC,28,0.7,CategoryC,1
Q6p85e,23,0.4,CategoryC,0
80zPlW,43,0.3,CategoryB,0
6ehp4L,59,0.9,CategoryB,1
teQ1kk,74,0.9,CategoryD,1
M1FQ9z,99,0.8,CategoryC,1
8S97eQ,94,0.4,CategoryC,1
2KmNf8,46,1.0,CategoryD,1
1HUx6D,41,0.4,CategoryA,1
fzZfUE,22,0.6,CategoryC,1
pChAK9,54,0.1,CategoryC,0
yUD9jc,23,1.0,CategoryD,1
qehKQp,72,0.2,CategoryA,1
7s13ys,97,0.7,CategoryB,1
Hqz6Xy,91,0.2,CategoryB,1
6g0M6p,29,0.9,CategoryD,1
Z5yR3s,4,1.0,CategoryD,1
VjNsu3,2,0.6,CategoryD,0
5LJ18H,62,0.8,CategoryC,1
380qMm,58,0.9,CategoryB,1
28KCLH,1,0.6,CategoryA,0
r0b28h,4,0.7,CategoryC,1
0ywD0R,98,0.9,CategoryD,1
oELDM4,10,0.4,CategoryD,0
2Wp6yu,97,0.4,CategoryB,1
r5YjfT,4,0.5,CategoryA,0
wqvDjI,98,0.0,CategoryB,0
nwVYcz,88,0.5,CategoryC,1
AczC64,61,0.6,CategoryA,1
J76FU5,93,0.8,CategoryD,1
71NeJ0,46,0.9,CategoryA,1
bhrR9Q,55,0.6,CategoryC,1
QAZVpn,85,0.9,CategoryD,1
qulQ2w,19,0.4,CategoryC,0
yxooip,34,0.2,CategoryB,0
P4Pgyb,80,0.6,CategoryD,1
On4b2X,37,,CategoryD,
Y1u9Y3,69,0.8,CategoryB,1
42m58R,86,0.2,CategoryB,1
7R5DY0,61,,CategoryC,
BdNZT6,9,0.9,CategoryA,1
FT49dX,22,0.0,CategoryB,0
73S6jo,43,0.2,CategoryA,0
2OKYb7,64,0.3,CategoryD,1
dHR6Me,48,0.0,CategoryB,0
Wx6y9D,59,0.6,CategoryC,1
6F9H42,11,0.1,CategoryB,0
71J8Z2,19,0.5,CategoryA,0
Eo6US4,71,0.4,CategoryD,1
V867ZF,92,0.7,CategoryA,1
kGr04g,66,,CategoryA,
V77561,81,0.6,CategoryA,1
1D101t,46,0.7,CategoryC,1
TciVIc,20,0.8,CategoryA,1
AQ57I1,73,0.4,CategoryB,1
8q88a9,32,0.8,CategoryB,1
4C58AY,82,0.7,CategoryD,1
afOQDO,10,0.7,CategoryB,1
688zR6,61,0.4,CategoryC,1
T6QTwE,40,0.7,CategoryD,1
j323XU,86,0.2,CategoryC,1
BQfwB3,90,0.2,CategoryC,1
fbJJKw,68,0.2,CategoryD,0
i08apU,42,0.1,CategoryB,0
HMs53x,6,0.3,CategoryC,0
214Xl3,12,0.7,CategoryD,1
Sl9mVQ,7,0.7,CategoryA,1
j3482W,95,0.9,CategoryD,1
dgmWH0,52,0.5,CategoryB,1
8065Xf,27,0.2,CategoryB,0
5PVyHY,60,0.4,CategoryC,1
GIv7rc,99,,CategoryA,
lWWwJg,23,0.5,CategoryD,0
0tG0Qk,25,0.9,CategoryC,1
