id,Feature1,Feature2,CategoricalFeature,ClassLabel
85z76C,17,0.8,CategoryA,1
6Vkj5k,24,0.1,CategoryC,0
j3SxVo,81,1.0,CategoryA,1
5t01G4,47,0.1,CategoryC,0
9HML3Q,5,0.4,CategoryC,0
KLeuK7,41,0.6,CategoryB,1
6cUI09,74,0.6,CategoryB,1
MGBP78,82,0.3,CategoryB,1
Hho961,0,0.5,CategoryC,0
l0l0yk,34,0.4,CategoryB,0
Fo40gO,68,0.4,CategoryA,1
mkv569,45,0.3,CategoryB,0
VQ0Q9j,62,0.4,CategoryA,1
0twbQ3,49,0.0,CategoryA,0
THpbm3,98,0.5,CategoryA,1
aUCsqI,91,0.8,CategoryC,1
60S91a,20,0.4,CategoryB,0
g8s0oy,15,0.8,CategoryA,1
T0085O,73,0.2,CategoryA,1
9gqBt7,90,0.7,CategoryB,1
I0yjZw,91,0.6,CategoryA,1
AkMd9h,96,0.2,CategoryA,1
33pF7j,22,0.4,CategoryC,0
OJwAUl,30,0.1,CategoryB,0
HMMy8c,36,0.4,CategoryB,0
3ogKyP,57,0.4,CategoryA,1
H25iEK,35,0.7,CategoryA,1
Nff5K3,95,0.1,CategoryB,1
wl2F46,17,0.2,CategoryB,0
Os7yCc,12,0.7,CategoryC,1
r6dsaC,53,0.8,CategoryC,1
a9U2S8,40,0.8,CategoryC,1
Uhi360,87,0.9,CategoryA,1
z9rDN0,43,0.2,CategoryA,0
48y0J3,54,0.0,CategoryA,0
BHXpWU,28,0.7,CategoryB,1
Ds3B8p,6,0.3,CategoryA,0
mbsm6A,84,0.9,CategoryC,1
RBYH8m,80,0.8,CategoryB,1
5hj2z6,70,0.1,CategoryA,0
54P7bA,76,0.7,CategoryC,1
733phu,27,0.1,CategoryB,0
Ln4p3n,83,0.9,CategoryB,1
11W5X1,34,0.2,CategoryB,0
HdiPH1,57,0.2,CategoryA,0
xG69Tm,95,0.9,CategoryA,1
2p074X,76,0.3,CategoryC,1
F67oZP,6,0.1,CategoryA,0
sm48jh,44,0.0,CategoryA,0
c8GM02,89,0.8,CategoryA,1
hXF94T,0,0.0,CategoryB,0
WKOo3U,86,1.0,CategoryB,1
e7NK6s,87,0.5,CategoryB,1
7hO9kP,88,0.3,CategoryC,1
Nal1p9,7,0.2,CategoryA,0
zm93GM,92,0.2,CategoryA,1
v1B9aI,56,0.6,CategoryA,1
70t2w7,27,0.8,CategoryB,1
y39925,95,0.1,CategoryB,1
rdv4DE,47,0.3,CategoryA,0
MdiH81,94,1.0,CategoryA,1
7Vc2nL,22,0.2,CategoryB,0
cNV5dp,53,0.9,CategoryA,1
Nd9p6N,88,0.2,CategoryA,1
V55CY2,37,0.7,CategoryB,1
6fe8LE,76,0.5,CategoryA,1
JG7T4m,93,0.9,CategoryA,1
2Sneta,70,0.1,CategoryC,0
r2800m,74,0.7,CategoryC,1
eJDH00,9,0.6,CategoryA,0
MR1by3,22,0.8,CategoryB,1
8dNS8Y,45,0.0,CategoryB,0
qrqk5t,40,0.2,CategoryB,0
fm6w6Z,10,0.6,CategoryA,0
Kqeiv4,64,0.5,CategoryC,1
AZ3j6I,52,1.0,CategoryC,1
9nQ2lZ,59,0.7,CategoryA,1
3z3B3A,40,0.4,CategoryC,0
2zzhAM,82,0.2,CategoryB,1
73YMYA,41,1.0,CategoryC,1
icHo8x,70,0.9,CategoryA,1
B9vep2,84,0.7,CategoryC,1
7u6rAL,91,0.6,CategoryB,1
YeIqwF,8,0.2,CategoryA,0
5l645U,87,0.1,CategoryA,1
80ZLO7,25,0.2,CategoryC,0
8jV0Ik,66,0.6,CategoryA,1
nryUOq,28,0.2,CategoryA,0
s2jo56,71,0.8,CategoryC,1
Ug9IEx,71,0.2,CategoryA,1
cIqVJI,33,0.2,CategoryC,0
sTlb3f,32,0.4,CategoryC,0
Wzq9nL,58,0.2,CategoryA,0
701pVQ,31,0.1,CategoryA,0
i5HQw3,8,0.2,CategoryB,0
k2W4o4,2,0.4,CategoryB,0
7FCd69,27,0.6,CategoryA,1
1EeMkV,20,0.1,CategoryB,0
86BQ6h,9,1.0,CategoryC,1
cPiOmU,54,0.7,CategoryC,1
oXcbTa,31,0.7,CategoryB,1
KQq432,5,0.9,CategoryB,1
Mh0o7j,79,0.9,CategoryB,1
La500Z,22,0.1,CategoryA,0
P415Vc,62,0.1,CategoryA,0
BCu2zb,28,0.5,CategoryC,1
EfX0m8,21,0.3,CategoryC,0
tf6yP1,85,0.6,CategoryC,1
3pejCe,23,0.7,CategoryC,1
VX8a6b,69,0.5,CategoryC,1
rKp119,6,0.2,CategoryB,0
Bv265e,16,0.3,CategoryC,0
VmG79c,36,0.0,CategoryC,0
VgIqbA,71,0.3,CategoryC,1
8FgDRy,26,0.2,CategoryA,0
Hv73La,66,0.7,CategoryB,1
2U0R9O,40,0.5,CategoryC,1
UJdTUK,22,0.7,CategoryC,1
qw3MQ4,86,0.5,CategoryA,1
fD60e1,86,0.4,CategoryB,1
VT2Umk,81,0.3,CategoryC,1
0Ee80U,38,0.3,CategoryA,0
3DE973,40,0.0,CategoryA,0
t7S8w6,80,0.1,CategoryB,0
g4vU7x,88,0.0,CategoryC,0
g19N4l,44,0.6,CategoryB,1
E6bltU,26,0.3,CategoryB,0
jrEJ1H,41,0.8,CategoryC,1
xb0ea3,75,1.0,CategoryC,1
9tzsv3,26,1.0,CategoryB,1
lHUXKI,15,0.2,CategoryC,0
B1Fm1D,82,0.9,CategoryA,1
4zMzT8,50,0.4,CategoryB,1
0no44K,11,0.4,CategoryA,0
DnUI7e,83,0.9,CategoryC,1
STFf2k,46,0.4,CategoryC,1
7A9983,35,0.0,CategoryC,0
fqhafN,84,0.8,CategoryA,1
sN837k,98,0.6,CategoryB,1
vtcOn1,78,0.8,CategoryB,1
q073OA,26,0.5,CategoryB,1
zzb7H9,38,0.4,CategoryC,0
zqmv5d,75,0.5,CategoryC,1
6A0TI7,96,0.7,CategoryA,1
FeqnmB,70,0.2,CategoryB,0
Jg267R,44,0.2,CategoryA,0
V64g1g,56,1.0,CategoryC,1
2P7o8m,65,0.0,CategoryC,0
xVUhFw,62,0.9,CategoryC,1
Jp6E1Z,74,0.5,CategoryA,1
u9f9V2,50,0.5,CategoryA,1
hH38M9,92,0.7,CategoryB,1
nLj4JY,83,0.2,CategoryC,1
0tW6qR,60,0.4,CategoryB,1
w630Ns,13,0.2,CategoryA,0
01r5d8,30,0.5,CategoryA,1
30P528,97,0.3,CategoryA,1
VjKQ0O,77,0.7,CategoryC,1
6tR82p,58,0.8,CategoryB,1
L6D520,45,0.6,CategoryB,1
0bKV4U,96,0.5,CategoryB,1
a903C8,74,0.9,CategoryC,1
UVbJRY,69,0.8,CategoryB,1
v5k7UC,84,0.2,CategoryB,1
60ZNCA,27,0.6,CategoryB,1
0MBPVp,13,0.9,CategoryC,1
DdD5Jk,97,0.6,CategoryA,1
dQY74w,85,0.3,CategoryA,1
Pa7B0C,93,0.8,CategoryB,1
7Zh0Ev,18,0.6,CategoryA,1
6ML7e1,24,0.0,CategoryB,0
HM91i4,76,0.3,CategoryA,1
508yJw,0,0.4,CategoryA,0
tfgjP3,18,0.0,CategoryC,0
3SmZfE,58,0.1,CategoryB,0
JqUuO5,24,0.1,CategoryB,0
tlh3Jz,75,0.0,CategoryB,0
9sYEcZ,96,0.9,CategoryA,1
62j1Ag,62,0.4,CategoryB,1
63F55E,75,0.0,CategoryA,0
Ikl0ae,86,0.4,CategoryC,1
s3K857,19,0.2,CategoryA,0
5G87d2,1,0.7,CategoryA,1
V1mma6,12,0.6,CategoryA,1
ZcR8g6,100,0.6,CategoryB,1
Zv4zJg,37,0.6,CategoryC,1
6Djg7n,42,0.3,CategoryB,0
bCwilH,73,1.0,CategoryB,1
67fy6L,97,0.2,CategoryC,1
E3d7k9,84,0.8,CategoryC,1
h37ZP7,8,1.0,CategoryA,1
g7HMF3,39,0.9,CategoryB,1
Ul0o1R,83,0.8,CategoryB,1
F9nEmM,55,0.4,CategoryA,1
7hB4e6,22,1.0,CategoryB,1
3xo5pa,34,1.0,CategoryA,1
VvzD8q,22,0.4,CategoryC,0
SwTm2J,59,0.1,CategoryC,0
30sjW0,39,0.9,CategoryB,1
p3t320,74,0.6,CategoryC,1
wIo5f0,73,0.7,CategoryA,1
q6gbCO,11,0.2,CategoryA,0
pIS2Ig,6,0.8,CategoryB,1
tyuZ9r,89,0.8,CategoryA,1
BFOhKF,4,0.4,CategoryA,0
fiNfuW,66,0.8,CategoryB,1
7IKDWD,90,0.3,CategoryA,1
9CRrzq,72,0.2,CategoryC,1
5o52c0,14,0.8,CategoryC,1
PtDN39,94,0.3,CategoryB,1
6k9w2o,9,0.3,CategoryC,0
KB4x52,4,0.6,CategoryB,0
w5W345,56,0.4,CategoryB,1
I5X6qd,98,0.5,CategoryC,1
Otj7Yc,48,0.9,CategoryA,1
54EcEN,9,0.9,CategoryC,1
VC94QJ,98,0.4,CategoryA,1
tule55,7,0.4,CategoryC,0
j7zjk9,71,0.2,CategoryC,1
bybluv,59,0.5,CategoryC,1
HY7bN4,15,0.2,CategoryC,0
2mur5I,47,0.4,CategoryB,1
w9Tif6,2,0.1,CategoryC,0
tDhMi2,16,0.2,CategoryA,0
h59586,18,0.6,CategoryA,1
cB03Dm,87,0.8,CategoryB,1
0AFa6H,77,1.0,CategoryB,1
md5a02,12,0.9,CategoryA,1
S15Z45,100,0.3,CategoryC,1
dNewjQ,19,0.5,CategoryC,0
KpE614,74,0.1,CategoryC,0
I118ko,9,0.9,CategoryA,1
At9461,97,0.7,CategoryC,1
1ah7X5,17,0.7,CategoryC,1
wn0szj,75,0.4,CategoryA,1
E4y9a3,37,0.6,CategoryB,1
2Mc7P3,46,1.0,CategoryB,1
DH6Q70,75,0.0,CategoryB,0
RGX9Gg,61,0.8,CategoryB,1
f9FG6n,13,0.9,CategoryB,1
J4574B,42,0.5,CategoryA,1
l446BN,70,0.6,CategoryA,1
mS6H59,34,0.7,CategoryA,1
1kt7P5,71,0.4,CategoryA,1
V8TS24,73,0.9,CategoryC,1
Iu0Q3q,66,0.1,CategoryC,0
5z7i47,49,1.0,CategoryC,1
ugl4eM,53,0.2,CategoryA,0
n316OA,61,0.5,CategoryB,1
k4e3Rn,80,0.8,CategoryC,1
9FY5jm,42,0.7,CategoryA,1
It4gkD,70,0.1,CategoryC,0
nv1Sxy,79,0.9,CategoryB,1
ria947,6,0.2,CategoryA,0
R4w3B3,96,1.0,CategoryA,1
avsd1h,100,0.4,CategoryA,1
0720IL,49,0.6,CategoryA,1
eAAuaO,58,0.9,CategoryA,1
3u3r7V,20,0.4,CategoryC,0
1T4UOY,93,0.6,CategoryC,1
pR9cNr,37,1.0,CategoryA,1
00g3DW,54,0.2,CategoryB,0
kXS3IF,81,0.8,CategoryC,1
i3a5L3,48,0.6,CategoryC,1
dT463b,30,0.8,CategoryA,1
3WFUlT,42,0.3,CategoryB,0
9fX5WC,22,0.7,CategoryC,1
3R2Tu5,92,0.8,CategoryC,1
26d9Ob,84,0.0,CategoryA,0
SQ1Kw5,59,0.4,CategoryA,1
D28fUk,92,0.2,CategoryC,1
715HAU,23,0.8,CategoryA,1
1o4Vfq,53,0.1,CategoryA,0
EX1KGT,16,0.4,CategoryB,0
5iRO2a,84,0.9,CategoryC,1
mD037B,21,0.1,CategoryC,0
3Z1rqn,17,0.6,CategoryC,1
8qU1a6,10,0.8,CategoryB,1
53S1et,34,0.3,CategoryB,0
w746w0,43,0.3,CategoryB,0
ory6LV,85,0.7,CategoryC,1
72z90T,12,0.3,CategoryA,0
g5Hlg3,70,0.5,CategoryA,1
AKjzx4,43,0.1,CategoryA,0
o2QTmI,50,0.5,CategoryA,1
D7BzxL,14,0.3,CategoryC,0
mFga6m,40,0.3,CategoryB,0
eC50J8,93,0.5,CategoryB,1
sqB2Cv,13,0.8,CategoryC,1
Wg5qm7,32,1.0,CategoryA,1
iFXym3,78,0.5,CategoryB,1
T0MQQb,69,0.7,CategoryC,1
5c8Nh9,3,0.3,CategoryA,0
99zN96,71,0.5,CategoryC,1
6iU0N6,5,0.4,CategoryB,0
6Uy1Vw,63,0.8,CategoryC,1
5n9iz3,17,0.1,CategoryB,0
EAEJXy,98,0.8,CategoryA,1
E4h8E4,95,0.2,CategoryB,1
0T9Kj8,49,0.6,CategoryB,1
k4CjZS,16,0.6,CategoryC,1
uF5VjU,74,0.6,CategoryA,1
7YC3us,31,0.9,CategoryA,1
Fb3JU5,89,0.2,CategoryA,1
qTz96y,10,1.0,CategoryA,1
pKvp08,38,0.6,CategoryB,1
Su4Wza,49,0.4,CategoryB,1
0Wm798,43,0.1,CategoryC,0
3l22jh,67,0.2,CategoryA,0
BWwg47,94,0.5,CategoryB,1
quE35j,10,0.0,CategoryC,0
1iIJyL,91,0.8,CategoryC,1
5br5Rt,47,0.9,CategoryA,1
px67X8,94,0.4,CategoryC,1
d5cR4I,44,0.5,CategoryA,1
MLNNv6,81,0.5,CategoryA,1
05pQKN,80,0.9,CategoryB,1
1XGFV5,86,0.6,CategoryA,1
13Y717,41,0.2,CategoryC,0
5MUbi5,61,0.0,CategoryB,0
0459Ze,13,0.9,CategoryA,1
7XT7K3,99,0.6,CategoryB,1
zSGe5o,3,0.7,CategoryB,1
